,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,ocean_proximity_encoded
8520,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,163900.0,<1H OCEAN,4
8521,23.0,2395.0,498.0,1309.0,493.0,4.9779,224600.0,<1H OCEAN,4
8522,37.0,542.0,105.0,355.0,118.0,5.5133,227300.0,<1H OCEAN,4
8523,36.0,1158.0,219.0,628.0,253.0,4.7426,242700.0,<1H OCEAN,4
8524,36.0,1342.0,259.0,706.0,261.0,4.1776,236600.0,<1H OCEAN,4
8525,39.0,1880.0,361.0,982.0,357.0,4.1953,226900.0,<1H OCEAN,4
8526,42.0,1816.0,338.0,897.0,306.0,5.1874,230800.0,<1H OCEAN,4
8527,36.0,2392.0,444.0,1346.0,445.0,6.0088,245900.0,<1H OCEAN,4
8528,36.0,2274.0,411.0,1232.0,423.0,5.373,244500.0,<1H OCEAN,4
8529,13.0,2887.0,853.0,2197.0,800.0,2.8777,207900.0,<1H OCEAN,4
8530,31.0,1547.0,306.0958371047775,956.0,287.0,3.4698,225000.0,<1H OCEAN,4
8531,31.0,981.0,222.0,734.0,239.0,4.875,232400.0,<1H OCEAN,4
8532,29.0,2940.0,708.0,2175.0,684.0,3.6486,229000.0,<1H OCEAN,4
8533,34.0,1740.0,387.0,1249.0,375.0,4.1552,233900.0,<1H OCEAN,4
8534,41.0,1355.0,349.0,655.0,329.0,2.9551,205000.0,<1H OCEAN,4
8535,22.0,1127.0,287.0,697.0,241.0,3.3971,220300.0,<1H OCEAN,4
8536,30.0,1143.0,299.0,776.0,273.0,4.2829,240000.0,<1H OCEAN,4
8537,37.0,1719.0,426.0,1266.0,424.0,3.375,228000.0,<1H OCEAN,4
8538,34.0,760.0,174.0,723.0,198.0,5.3169,227600.0,<1H OCEAN,4
8539,18.0,3380.0,922.0,2276.0,854.0,4.0727,214000.0,<1H OCEAN,4
8540,27.0,2837.0,684.0,2141.0,648.0,3.1325,215000.0,<1H OCEAN,4
8541,33.0,2408.0,534.0,1644.0,523.0,4.2454,236800.0,<1H OCEAN,4
8542,28.0,1313.0,319.0,827.0,308.0,2.65,260800.0,<1H OCEAN,4
8543,25.0,2845.0,710.0,1611.0,628.0,3.2049,267400.0,<1H OCEAN,4
8544,22.0,1388.0,336.0,930.0,287.0,2.7981,275000.0,<1H OCEAN,4
8545,26.0,1375.0,286.0,829.0,278.0,3.9844,230700.0,<1H OCEAN,4
8546,25.0,1769.0,440.0,1371.0,414.0,3.0833,232700.0,<1H OCEAN,4
8547,36.0,1583.0,411.0,1097.0,350.0,4.0737,238200.0,<1H OCEAN,4
8548,42.0,725.0,183.0,493.0,172.0,3.2589,233300.0,<1H OCEAN,4
8549,44.0,822.0,180.0,480.0,177.0,4.4,225800.0,<1H OCEAN,4
8550,36.0,1567.0,362.0,1054.0,386.0,3.2594,233900.0,<1H OCEAN,4
8551,25.0,1459.0,362.0,1150.0,354.0,3.35,237500.0,<1H OCEAN,4
8552,40.0,1896.0,416.0,950.0,383.0,2.425,255000.0,NEAR OCEAN,2
8553,28.0,1065.0,215.0,887.0,217.0,3.9375,270500.0,NEAR OCEAN,2
8554,41.0,80.0,20.0,61.0,23.0,5.25,247200.0,<1H OCEAN,4
8555,25.0,1453.0,271.0,695.0,283.0,5.9499,345800.0,<1H OCEAN,4
8556,32.0,2828.0,629.0,1313.0,534.0,4.5987,363800.0,<1H OCEAN,4
8557,35.0,2217.0,447.0,1000.0,450.0,4.7319,376100.0,<1H OCEAN,4
8558,38.0,3328.0,625.0,1455.0,619.0,5.0596,363900.0,<1H OCEAN,4
8559,32.0,2590.0,607.0,1132.0,555.0,4.2333,358000.0,<1H OCEAN,4
8560,22.0,2340.0,584.0,1141.0,554.0,4.5729,337500.0,<1H OCEAN,4
8561,22.0,2514.0,605.0,1225.0,568.0,4.1818,339700.0,<1H OCEAN,4
8562,38.0,1437.0,272.0,590.0,250.0,5.2338,358000.0,<1H OCEAN,4
8563,29.0,1436.0,401.0,674.0,343.0,3.6389,275000.0,<1H OCEAN,4
8564,25.0,3521.0,852.0,1524.0,764.0,3.8086,361300.0,<1H OCEAN,4
8565,41.0,1621.0,279.0,756.0,277.0,5.0594,346000.0,<1H OCEAN,4
8566,39.0,2988.0,605.0,1466.0,610.0,4.9286,341400.0,<1H OCEAN,4
8567,28.0,4603.0,993.0,2191.0,943.0,4.5743,382200.0,<1H OCEAN,4
8568,29.0,1929.0,523.0,686.0,455.0,5.5347,500001.0,<1H OCEAN,4
8569,27.0,1536.0,377.0,553.0,326.0,5.4088,500001.0,<1H OCEAN,4
8570,34.0,2674.0,435.0,1087.0,431.0,7.3151,492200.0,<1H OCEAN,4
8571,37.0,2458.0,400.0,920.0,375.0,7.8924,500001.0,<1H OCEAN,4
8572,39.0,2311.0,404.0,1044.0,380.0,8.468,472100.0,<1H OCEAN,4
8573,39.0,2040.0,336.0,926.0,351.0,7.5552,500001.0,<1H OCEAN,4
8574,35.0,2020.0,451.0,724.0,399.0,6.6494,500001.0,NEAR OCEAN,2
8575,37.0,1576.0,345.0,662.0,340.0,5.308,500001.0,<1H OCEAN,4
8576,43.0,1394.0,321.0,552.0,296.0,5.9596,500001.0,<1H OCEAN,4
8577,31.0,1428.0,320.0,677.0,331.0,7.2316,500001.0,<1H OCEAN,4
8578,35.0,1194.0,292.0,507.0,295.0,9.0812,500001.0,<1H OCEAN,4
8579,38.0,4166.0,828.0,1600.0,770.0,6.3861,500001.0,<1H OCEAN,4
8580,34.0,2959.0,639.0,1143.0,593.0,6.348,500001.0,<1H OCEAN,4
8581,31.0,702.0,161.0,236.0,144.0,5.0497,500001.0,<1H OCEAN,4
8582,38.0,2868.0,466.0,1098.0,438.0,7.9059,477100.0,<1H OCEAN,4
8583,36.0,2334.0,430.0,1033.0,407.0,6.6321,481500.0,<1H OCEAN,4
8584,31.0,2926.0,492.0,1149.0,476.0,7.9611,500001.0,<1H OCEAN,4
8585,36.0,2127.0,314.0,807.0,306.0,8.1596,500001.0,<1H OCEAN,4
8586,7.0,4314.0,725.0,1699.0,718.0,8.2037,500001.0,<1H OCEAN,4
8587,35.0,1778.0,330.0,732.0,312.0,6.5745,379300.0,<1H OCEAN,4
8588,30.0,2532.0,464.0,1056.0,419.0,6.3434,460400.0,<1H OCEAN,4
8589,38.0,1851.0,332.0,750.0,314.0,7.3356,422700.0,<1H OCEAN,4
8590,40.0,826.0,143.0,389.0,147.0,7.1845,438100.0,<1H OCEAN,4
8591,40.0,756.0,122.0,371.0,130.0,5.0299,329200.0,<1H OCEAN,4
8592,44.0,1362.0,237.0,709.0,247.0,4.4271,336200.0,<1H OCEAN,4
8593,44.0,1325.0,245.0,669.0,253.0,4.4211,324000.0,<1H OCEAN,4
8594,21.0,966.0,172.0,417.0,158.0,5.5335,342600.0,<1H OCEAN,4
8595,33.0,1313.0,244.0,561.0,217.0,5.2999,359400.0,<1H OCEAN,4
8596,21.0,2696.0,548.0,1142.0,473.0,5.6091,356800.0,<1H OCEAN,4
8597,20.0,2439.0,474.0,1219.0,497.0,5.9619,335900.0,<1H OCEAN,4
8598,31.0,2518.0,543.0,1107.0,508.0,4.7404,295800.0,<1H OCEAN,4
8599,19.0,2512.0,575.0,1275.0,544.0,4.9375,293000.0,<1H OCEAN,4
8600,19.0,757.0,148.0,361.0,141.0,6.02,304200.0,<1H OCEAN,4
8601,27.0,1688.0,331.0,811.0,327.0,4.5357,334200.0,<1H OCEAN,4
8602,27.0,2287.0,491.0,1101.0,466.0,4.675,316900.0,<1H OCEAN,4
8603,27.0,3039.0,606.0,1421.0,564.0,5.5771,345500.0,<1H OCEAN,4
8604,26.0,2620.0,530.0,1282.0,525.0,4.4828,340700.0,<1H OCEAN,4
8605,17.0,1082.0,291.0,598.0,281.0,3.9868,281900.0,<1H OCEAN,4
8606,22.0,2114.0,541.0,1300.0,538.0,3.4208,290000.0,<1H OCEAN,4
8607,18.0,2516.0,485.0,1128.0,433.0,5.0114,338600.0,<1H OCEAN,4
8608,13.0,2907.0,726.0,1573.0,694.0,3.5048,294000.0,<1H OCEAN,4
8609,35.0,2126.0,434.0,1044.0,433.0,5.5456,297400.0,<1H OCEAN,4
8610,37.0,1768.0,314.0,802.0,290.0,5.0784,295900.0,<1H OCEAN,4
8611,34.0,1865.0,345.0,963.0,302.0,5.543,305900.0,<1H OCEAN,4
8612,28.0,2685.0,581.0,1243.0,529.0,4.119,324000.0,<1H OCEAN,4
8613,23.0,1829.0,331.0,891.0,356.0,6.5755,359900.0,<1H OCEAN,4
8614,21.0,4151.0,1018.0,2054.0,925.0,4.9821,292900.0,<1H OCEAN,4
8615,17.0,2791.0,579.0,1467.0,583.0,5.7415,321900.0,<1H OCEAN,4
8616,23.0,2387.0,418.0,1008.0,415.0,5.8518,337900.0,<1H OCEAN,4
8617,19.0,3303.0,584.0,1329.0,569.0,7.521,340400.0,<1H OCEAN,4
8618,12.0,4235.0,735.0,1798.0,683.0,6.4242,365500.0,<1H OCEAN,4
8619,29.0,2787.0,475.0,1182.0,444.0,6.7613,352700.0,<1H OCEAN,4
8620,24.0,3124.0,560.0,1312.0,542.0,6.3021,333800.0,<1H OCEAN,4
8621,15.0,1778.0,311.0,908.0,330.0,7.674,329300.0,<1H OCEAN,4
8622,33.0,1993.0,371.0,918.0,361.0,6.9021,337600.0,<1H OCEAN,4
8623,39.0,1489.0,282.0,743.0,270.0,4.8611,456100.0,<1H OCEAN,4
8624,34.0,1830.0,315.0,822.0,307.0,5.0602,453700.0,<1H OCEAN,4
8625,33.0,2496.0,387.0,1098.0,404.0,7.6685,474300.0,<1H OCEAN,4
8626,34.0,1973.0,367.0,843.0,345.0,6.077,472700.0,<1H OCEAN,4
8627,33.0,2543.0,439.0,1098.0,416.0,5.9683,495500.0,<1H OCEAN,4
8628,31.0,1448.0,244.0,607.0,259.0,8.1513,500001.0,<1H OCEAN,4
8629,35.0,1267.0,216.0,521.0,191.0,6.0441,470000.0,<1H OCEAN,4
8630,36.0,2501.0,443.0,1031.0,422.0,4.75,442100.0,<1H OCEAN,4
8631,36.0,3022.0,482.0,1278.0,494.0,7.2651,500001.0,<1H OCEAN,4
8632,36.0,1543.0,214.0,474.0,187.0,9.3399,500001.0,<1H OCEAN,4
8633,35.0,1753.0,296.0,615.0,275.0,7.5,500001.0,<1H OCEAN,4
8634,34.0,540.0,107.0,213.0,104.0,6.3403,500001.0,<1H OCEAN,4
8635,35.0,1060.0,191.0,444.0,196.0,8.0015,500001.0,<1H OCEAN,4
8636,43.0,2492.0,449.0,1033.0,437.0,7.9614,500001.0,<1H OCEAN,4
8637,40.0,925.0,254.0,371.0,227.0,5.2533,500001.0,<1H OCEAN,4
8638,34.0,1471.0,308.0,498.0,264.0,7.0842,500001.0,<1H OCEAN,4
8639,41.0,847.0,173.0,344.0,170.0,6.822,500001.0,NEAR OCEAN,2
8640,26.0,6712.0,1441.0,2803.0,1394.0,5.2276,434500.0,<1H OCEAN,4
8641,34.0,2395.0,469.0,1087.0,438.0,5.9683,394600.0,<1H OCEAN,4
8642,34.0,358.0,87.0,162.0,84.0,7.1264,500001.0,NEAR OCEAN,2
8643,42.0,1516.0,341.0,634.0,327.0,6.2356,472700.0,<1H OCEAN,4
8644,40.0,1679.0,372.0,719.0,385.0,6.435,479500.0,<1H OCEAN,4
8645,38.0,2398.0,431.0,911.0,392.0,5.2319,500001.0,<1H OCEAN,4
8646,45.0,2093.0,497.0,842.0,472.0,6.3231,500001.0,<1H OCEAN,4
8647,34.0,3145.0,786.0,1352.0,727.0,5.0976,469800.0,<1H OCEAN,4
8648,45.0,2181.0,505.0,965.0,471.0,5.3816,500001.0,<1H OCEAN,4
8649,34.0,2361.0,442.0,915.0,437.0,5.687,392400.0,<1H OCEAN,4
8650,28.0,3619.0,764.0,1735.0,789.0,6.1404,368400.0,<1H OCEAN,4
8651,24.0,2386.0,582.0,1152.0,568.0,4.8971,400700.0,<1H OCEAN,4
8652,18.0,5152.0,1365.0,2286.0,1243.0,5.1677,380800.0,<1H OCEAN,4
8653,29.0,2085.0,533.0,919.0,489.0,5.6017,430000.0,<1H OCEAN,4
8654,41.0,2237.0,597.0,938.0,523.0,4.7105,500001.0,<1H OCEAN,4
8655,43.0,1584.0,477.0,799.0,433.0,5.0322,435000.0,NEAR OCEAN,2
8656,28.0,4430.0,928.0,2131.0,885.0,4.9384,378100.0,<1H OCEAN,4
8657,31.0,3533.0,729.0,1647.0,679.0,5.5843,384600.0,<1H OCEAN,4
8658,24.0,4373.0,871.0,1830.0,824.0,5.7128,366200.0,<1H OCEAN,4
8659,16.0,6123.0,1989.0,2853.0,1789.0,4.425,336400.0,NEAR OCEAN,2
8660,17.0,1610.0,379.0,670.0,341.0,4.3594,349000.0,<1H OCEAN,4
8661,25.0,5775.0,1149.0,2637.0,1117.0,5.4968,379800.0,<1H OCEAN,4
8662,20.0,2270.0,498.0,1070.0,521.0,4.4615,384800.0,<1H OCEAN,4
8663,40.0,3070.0,570.0,1264.0,506.0,5.1626,432700.0,<1H OCEAN,4
8664,26.0,2869.0,567.0,1157.0,538.0,6.0382,355300.0,<1H OCEAN,4
8665,16.0,2472.0,572.0,965.0,529.0,5.137,348600.0,<1H OCEAN,4
8666,19.0,6206.0,1611.0,2455.0,1472.0,5.145,420200.0,NEAR OCEAN,2
8667,32.0,2075.0,539.0,954.0,519.0,5.637,500001.0,NEAR OCEAN,2
8668,30.0,3433.0,918.0,1526.0,828.0,4.5817,500001.0,NEAR OCEAN,2
8669,34.0,2112.0,614.0,946.0,574.0,4.6048,500001.0,NEAR OCEAN,2
8670,32.0,2815.0,607.0,1338.0,609.0,4.5687,381200.0,<1H OCEAN,4
8671,35.0,3053.0,623.0,1311.0,589.0,5.1589,439200.0,NEAR OCEAN,2
8672,38.0,1318.0,237.0,547.0,225.0,6.0308,416700.0,NEAR OCEAN,2
8673,35.0,2152.0,454.0,902.0,414.0,4.5179,427200.0,<1H OCEAN,4
8674,33.0,2147.0,505.0,1371.0,498.0,2.4219,260700.0,<1H OCEAN,4
8675,28.0,3763.0,762.0,1967.0,724.0,5.3244,271900.0,<1H OCEAN,4
8676,35.0,1818.0,339.0,828.0,319.0,4.3036,282100.0,<1H OCEAN,4
8677,34.0,1803.0,341.0,947.0,333.0,5.5538,280300.0,<1H OCEAN,4
8678,37.0,1402.0,254.0,722.0,251.0,6.4781,269000.0,<1H OCEAN,4
8679,30.0,1856.0,444.0,899.0,435.0,3.1505,270000.0,<1H OCEAN,4
8680,36.0,1271.0,346.0,811.0,345.0,3.2417,283300.0,<1H OCEAN,4
8681,44.0,724.0,133.0,373.0,133.0,3.9167,265600.0,<1H OCEAN,4
8682,28.0,4605.0,1188.0,2558.0,1093.0,3.6988,266600.0,<1H OCEAN,4
8683,31.0,3122.0,727.0,1885.0,715.0,3.8657,298400.0,<1H OCEAN,4
8684,27.0,3348.0,695.0,1545.0,625.0,4.7543,296300.0,<1H OCEAN,4
8685,29.0,2243.0,361.0,1051.0,352.0,6.6632,325200.0,<1H OCEAN,4
8686,32.0,3485.0,678.0,1715.0,649.0,4.6563,291700.0,<1H OCEAN,4
8687,35.0,2380.0,404.0,1212.0,422.0,5.6254,283800.0,<1H OCEAN,4
8688,34.0,1069.0,217.0,601.0,212.0,4.6406,255900.0,<1H OCEAN,4
8689,36.0,2219.0,406.0,1219.0,403.0,4.2614,267100.0,<1H OCEAN,4
8690,35.0,743.0,128.0,385.0,137.0,6.4891,278100.0,<1H OCEAN,4
8691,34.0,495.0,90.0,269.0,93.0,6.4391,252300.0,<1H OCEAN,4
8692,38.0,914.0,176.0,519.0,174.0,6.0335,255400.0,<1H OCEAN,4
8693,36.0,854.0,160.0,473.0,150.0,6.3992,259600.0,<1H OCEAN,4
8694,38.0,1059.0,218.0,561.0,205.0,4.0,248600.0,<1H OCEAN,4
8695,36.0,2223.0,360.0,1162.0,376.0,5.259,279400.0,<1H OCEAN,4
8696,35.0,1936.0,343.0,1008.0,346.0,5.4791,285900.0,<1H OCEAN,4
8697,28.0,2948.0,566.0,1445.0,524.0,5.3743,286500.0,<1H OCEAN,4
8698,37.0,1420.0,286.0,886.0,290.0,4.5833,261300.0,<1H OCEAN,4
8699,34.0,2823.0,500.0,1429.0,483.0,5.5,279600.0,<1H OCEAN,4
8700,28.0,2319.0,579.0,1369.0,564.0,3.6169,257000.0,<1H OCEAN,4
8701,28.0,2075.0,463.0,1216.0,446.0,3.9732,281500.0,<1H OCEAN,4
8702,24.0,2139.0,481.0,971.0,418.0,4.3859,271300.0,<1H OCEAN,4
8703,36.0,1561.0,252.0,740.0,253.0,6.2778,309700.0,<1H OCEAN,4
8704,36.0,1364.0,251.0,668.0,245.0,5.3131,314100.0,<1H OCEAN,4
8705,36.0,1407.0,231.0,676.0,231.0,5.269,331900.0,<1H OCEAN,4
8706,34.0,1761.0,329.0,965.0,329.0,5.399,358500.0,<1H OCEAN,4
8707,35.0,1818.0,353.0,853.0,321.0,5.8972,350900.0,<1H OCEAN,4
8708,37.0,1249.0,218.0,583.0,214.0,5.7422,330700.0,<1H OCEAN,4
8709,34.0,1770.0,291.0,916.0,289.0,5.0,354200.0,<1H OCEAN,4
8710,35.0,1248.0,206.0,551.0,185.0,5.6426,348200.0,<1H OCEAN,4
8711,36.0,1390.0,230.0,683.0,219.0,4.8906,334400.0,<1H OCEAN,4
8712,36.0,681.0,122.0,360.0,128.0,5.2799,332600.0,<1H OCEAN,4
8713,34.0,2415.0,404.0,1278.0,414.0,6.1599,341200.0,<1H OCEAN,4
8714,34.0,1086.0,197.0,509.0,158.0,6.1133,349300.0,<1H OCEAN,4
8715,25.0,5622.0,998.0,2537.0,1009.0,5.785,395300.0,<1H OCEAN,4
8716,22.0,13133.0,3680.0,7180.0,3522.0,3.5414,354700.0,<1H OCEAN,4
8717,22.0,11016.0,3170.0,6664.0,2838.0,3.703,361300.0,<1H OCEAN,4
8718,29.0,3662.0,586.0,1626.0,611.0,6.3974,410000.0,<1H OCEAN,4
8719,27.0,3245.0,605.0,1572.0,556.0,5.3773,379000.0,<1H OCEAN,4
8720,36.0,1102.0,193.0,522.0,172.0,6.1187,342000.0,<1H OCEAN,4
8721,36.0,1660.0,300.0,943.0,300.0,5.1984,353600.0,<1H OCEAN,4
8722,35.0,1577.0,279.0,743.0,274.0,5.7654,343000.0,<1H OCEAN,4
8723,35.0,1792.0,322.0,978.0,326.0,4.9583,342800.0,<1H OCEAN,4
8724,35.0,1378.0,247.0,645.0,217.0,5.9143,343400.0,<1H OCEAN,4
8725,35.0,2828.0,487.0,1439.0,490.0,5.6013,350200.0,<1H OCEAN,4
8726,35.0,1207.0,207.0,601.0,213.0,4.7308,353400.0,<1H OCEAN,4
8727,32.0,1751.0,328.0,819.0,323.0,6.7105,339000.0,<1H OCEAN,4
8728,5.0,13038.0,2679.0,5272.0,2523.0,5.5023,286400.0,<1H OCEAN,4
8729,42.0,3146.0,770.0,1859.0,740.0,3.5073,234800.0,<1H OCEAN,4
8730,52.0,1819.0,464.0,1068.0,424.0,3.625,270700.0,<1H OCEAN,4
8731,51.0,2399.0,516.0,1160.0,514.0,3.8456,318900.0,<1H OCEAN,4
8732,42.0,1486.0,420.0,897.0,377.0,1.6228,376100.0,<1H OCEAN,4
8733,50.0,696.0,311.0,382.0,234.0,2.775,225000.0,<1H OCEAN,4
8734,45.0,2929.0,755.0,1635.0,652.0,2.9375,273000.0,<1H OCEAN,4
8735,35.0,3462.0,814.0,1902.0,700.0,3.402,279900.0,<1H OCEAN,4
8736,19.0,3792.0,790.0,2105.0,834.0,5.2363,310000.0,<1H OCEAN,4
8737,39.0,2198.0,425.0,1160.0,436.0,4.1406,323700.0,<1H OCEAN,4
8738,26.0,2345.0,408.0,1195.0,377.0,5.4925,361700.0,<1H OCEAN,4
8739,23.0,3942.0,748.0,1679.0,711.0,4.1169,362600.0,<1H OCEAN,4
8740,30.0,1773.0,356.0,905.0,352.0,4.3056,336000.0,<1H OCEAN,4
8741,25.0,2587.0,512.0,1219.0,509.0,4.4271,382100.0,<1H OCEAN,4
8742,22.0,2508.0,402.0,1254.0,395.0,7.0935,379500.0,<1H OCEAN,4
8743,28.0,2142.0,445.0,1140.0,422.0,4.8438,346200.0,<1H OCEAN,4
8744,27.0,2113.0,380.0,1109.0,360.0,4.7062,357000.0,<1H OCEAN,4
8745,26.0,5591.0,934.0,2824.0,939.0,6.5861,417800.0,<1H OCEAN,4
8746,25.0,4177.0,832.0,2123.0,789.0,5.0814,446800.0,<1H OCEAN,4
8747,28.0,7591.0,1710.0,3420.0,1635.0,4.0708,328900.0,<1H OCEAN,4
8748,36.0,1784.0,311.0,901.0,293.0,6.2247,339000.0,<1H OCEAN,4
8749,39.0,2794.0,444.0,1319.0,441.0,5.878,387800.0,<1H OCEAN,4
8750,36.0,2463.0,447.0,1125.0,424.0,6.0176,352700.0,<1H OCEAN,4
8751,36.0,2416.0,394.0,1115.0,386.0,6.256,366900.0,<1H OCEAN,4
8752,36.0,1083.0,187.0,522.0,187.0,5.7765,339500.0,<1H OCEAN,4
8753,26.0,5166.0,1313.0,2738.0,1239.0,3.3565,360800.0,<1H OCEAN,4
8754,28.0,67.0,15.0,49.0,11.0,6.1359,330000.0,<1H OCEAN,4
8755,25.0,9042.0,2022.0,4458.0,1944.0,4.5592,378800.0,<1H OCEAN,4
8756,26.0,1575.0,300.0,881.0,309.0,5.1778,359900.0,<1H OCEAN,4
8757,36.0,2031.0,339.0,817.0,337.0,5.1271,458300.0,NEAR OCEAN,2
8758,33.0,2349.0,407.0,954.0,373.0,6.4956,483600.0,NEAR OCEAN,2
8759,20.0,1975.0,306.0,703.0,292.0,8.5491,410300.0,NEAR OCEAN,2
8760,33.0,3994.0,990.0,1647.0,931.0,5.0106,500001.0,NEAR OCEAN,2
8761,34.0,1822.0,364.0,750.0,366.0,5.9907,500001.0,NEAR OCEAN,2
8762,34.0,2211.0,502.0,1113.0,488.0,4.7026,356800.0,<1H OCEAN,4
8763,33.0,5057.0,790.0,2021.0,748.0,6.8553,482200.0,NEAR OCEAN,2
8764,36.0,1283.0,209.0,563.0,209.0,6.9296,500001.0,NEAR OCEAN,2
8765,41.0,1889.0,301.0,802.0,278.0,6.015,488500.0,NEAR OCEAN,2
8766,39.0,2400.0,373.0,877.0,372.0,5.7361,500001.0,NEAR OCEAN,2
8767,35.0,1008.0,165.0,391.0,167.0,3.7778,487500.0,NEAR OCEAN,2
8768,36.0,1018.0,148.0,329.0,169.0,10.5045,500001.0,NEAR OCEAN,2
8769,29.0,4389.0,873.0,2069.0,901.0,4.1071,365600.0,<1H OCEAN,4
8770,36.0,716.0,123.0,388.0,124.0,5.0254,350000.0,<1H OCEAN,4
8771,34.0,1730.0,427.0,1008.0,393.0,3.9408,327700.0,<1H OCEAN,4
8772,33.0,2194.0,469.0,987.0,397.0,5.0951,318900.0,<1H OCEAN,4
8773,32.0,1434.0,296.0,672.0,285.0,4.875,311700.0,<1H OCEAN,4
8774,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,500001.0,<1H OCEAN,4
8775,29.0,2795.0,572.0,1469.0,557.0,3.7167,308900.0,<1H OCEAN,4
8776,29.0,3254.0,717.0,1593.0,680.0,4.0536,285800.0,<1H OCEAN,4
8777,35.0,2290.0,563.0,1374.0,530.0,3.2472,254700.0,<1H OCEAN,4
8778,31.0,4464.0,991.0,2420.0,947.0,4.0425,277900.0,<1H OCEAN,4
8779,39.0,1415.0,298.0,729.0,278.0,3.1648,244800.0,<1H OCEAN,4
8780,35.0,2924.0,658.0,1675.0,602.0,3.8287,279900.0,<1H OCEAN,4
8781,32.0,2381.0,467.0,1264.0,488.0,4.1477,315100.0,<1H OCEAN,4
8782,29.0,4317.0,1037.0,2102.0,959.0,3.1275,286400.0,<1H OCEAN,4
8783,38.0,1601.0,352.0,711.0,304.0,3.3958,250000.0,<1H OCEAN,4
8784,30.0,4573.0,819.0,2411.0,819.0,3.5804,383800.0,<1H OCEAN,4
8785,21.0,6638.0,1634.0,3240.0,1568.0,3.6797,271100.0,<1H OCEAN,4
8786,25.0,11016.0,1626.0,4168.0,1584.0,8.1782,500001.0,NEAR OCEAN,2
8787,34.0,5166.0,704.0,2071.0,668.0,8.3609,500001.0,NEAR OCEAN,2
8788,36.0,1596.0,234.0,654.0,223.0,8.2064,500001.0,NEAR OCEAN,2
8789,38.0,2553.0,400.0,1042.0,393.0,6.9742,500001.0,NEAR OCEAN,2
8790,34.0,2629.0,369.0,966.0,375.0,10.1241,500001.0,NEAR OCEAN,2
8791,36.0,4421.0,702.0,1433.0,624.0,8.0838,500001.0,NEAR OCEAN,2
8792,31.0,4803.0,575.0,1490.0,577.0,11.9993,500001.0,NEAR OCEAN,2
8793,30.0,4402.0,563.0,1582.0,551.0,10.898,500001.0,NEAR OCEAN,2
8794,24.0,4787.0,562.0,1653.0,548.0,12.9758,500001.0,NEAR OCEAN,2
8795,27.0,2141.0,260.0,635.0,240.0,11.6648,500001.0,NEAR OCEAN,2
8796,22.0,7554.0,991.0,2808.0,946.0,10.06,500001.0,NEAR OCEAN,2
8797,28.0,3065.0,406.0,1101.0,391.0,10.5536,500001.0,NEAR OCEAN,2
8798,36.0,2093.0,303.0,802.0,300.0,8.0957,500001.0,NEAR OCEAN,2
8799,26.0,6339.0,876.0,2540.0,880.0,10.1447,500001.0,NEAR OCEAN,2
8800,21.0,11353.0,1537.0,4649.0,1504.0,9.821,500001.0,NEAR OCEAN,2
8801,17.0,10950.0,2207.0,4713.0,2043.0,6.3064,418300.0,NEAR OCEAN,2
8802,32.0,10445.0,1620.0,4474.0,1576.0,7.7042,500001.0,NEAR OCEAN,2
8803,26.0,5005.0,776.0,2357.0,790.0,8.5421,500001.0,NEAR OCEAN,2
8804,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,500001.0,NEAR OCEAN,2
8805,34.0,5586.0,674.0,1871.0,636.0,15.0001,500001.0,NEAR OCEAN,2
8806,25.0,8272.0,1132.0,3392.0,1132.0,10.0973,500001.0,NEAR OCEAN,2
8807,23.0,8277.0,1290.0,3176.0,1159.0,7.6986,500001.0,NEAR OCEAN,2
8808,18.0,1193.0,233.0,475.0,228.0,7.5594,500001.0,NEAR OCEAN,2
8809,4.0,311.0,51.0,128.0,46.0,9.8091,500001.0,NEAR OCEAN,2
8810,20.0,5776.0,956.0,2757.0,936.0,6.6447,416800.0,<1H OCEAN,4
8811,26.0,4486.0,709.0,1873.0,719.0,6.5704,414700.0,<1H OCEAN,4
8812,36.0,2715.0,474.0,1303.0,457.0,4.6042,357300.0,NEAR OCEAN,2
8813,34.0,2338.0,393.0,1031.0,373.0,6.287,396400.0,NEAR OCEAN,2
8814,33.0,4244.0,595.0,1534.0,557.0,9.8214,500001.0,NEAR OCEAN,2
8815,33.0,2996.0,398.0,1048.0,387.0,9.267,500001.0,NEAR OCEAN,2
8816,37.0,1080.0,135.0,366.0,142.0,11.6677,500001.0,NEAR OCEAN,2
8817,24.0,6097.0,794.0,2248.0,806.0,10.1357,500001.0,NEAR OCEAN,2
8818,37.0,627.0,95.0,259.0,106.0,6.887,500001.0,<1H OCEAN,4
8819,37.0,1442.0,501.0,998.0,503.0,2.4432,200000.0,<1H OCEAN,4
8820,35.0,1989.0,634.0,1108.0,593.0,1.6081,288900.0,<1H OCEAN,4
8821,35.0,2705.0,785.0,1526.0,793.0,3.0349,266700.0,<1H OCEAN,4
8822,35.0,2234.0,689.0,1334.0,662.0,2.5444,236100.0,<1H OCEAN,4
8823,34.0,2832.0,883.0,1594.0,843.0,1.7558,312500.0,<1H OCEAN,4
8824,36.0,1616.0,465.0,773.0,429.0,2.6,313600.0,<1H OCEAN,4
